id,lat,lon,vehicle_type,completed_orders,shift_hours,current_load,rider_call_sign
1097,12.975902,77.596018,two_wheeler,26,5.8,0,CY-112
1098,12.970991,77.578035,BIKE,144,5.5,0,FW-977
1099,12.95923,77.595979,two_wheeler,365,3.1,1,JJ-549
1100,12.976692,77.582154,bike,1046,1.4,0,FR-963
1101,12.955641,77.595071,car,146,0.0,1,CX-621
1102,12.95706,77.581406,e-scooter,23,1.4,3,VF-691
1103,12.977102,77.58003,cycle,18,3.5,0,QK-195
1104,12.953696,77.605008,bicycle,1846,5.3,5,WR-190
1105,12.983537,77.611889,bicycle,1747,7.8,1,WM-347
1106,12.952462,77.578844,bike,424,7.6,0,AY-408
1107,12.978571,77.610681,scooter,42,7.1,0,SE-885
1108,12.966323,77.600525,e-scooter,3488,1.4,2,TQ-196
1109,12.986814,77.591626,Bike,209,7.8,0,HE-764
1110,12.981488,77.58698,car,2122,4.7,1,CE-945
1111,12.95403,77.601488,e-scooter,18,1.6,1,RH-162
1112,12.955611,77.606467,scooter,34,6.9,0,QE-549
1113,12.973572,77.585928,BIKE,204,7.4,0,NH-349
1114,12.960513,77.612778,e-scooter,3004,1.5,1,BT-887
1115,12.9893,77.594735,BIKE,21,10.8,0,JQ-473
1116,12.954759,77.607215,e-scooter,1715,11.0,1,PX-243
1117,12.981797,77.5753,Bicycle,1247,2.3,3,GX-400
1118,12.987748,77.610971,scooter,3232,9.8,0,XQ-520
1119,12.981257,77.57474,cycle,455,5.8,2,PV-618
1120,12.978413,77.57714,cycle,48,1.8,4,KF-207
1121,12.990065,77.591963,Bicycle,40,0.5,3,PW-180
1122,0.0,0.0,Bicycle,36,2.9,2,QZ-806
1123,12.971778,77.603476,Car,495,7.7,0,VK-502
1124,12.98165,77.610679,two_wheeler,1893,4.3,0,MK-330
1125,12.976232,77.61337,Car,2232,10.1,1,NZ-712
1126,12.9824,77.592359,two_wheeler,408,8.1,0,LK-799
1127,12.953405,77.583189,bicycle,35,4.7,2,TN-752
1128,12.953815,77.601713,Bicycle,486,0.1,4,HV-126
1129,12.959749,77.589633,Scooter,49,1.6,2,
1130,12.960548,77.590091,4-wheeler,2047,8.5,1,UY-782
1131,12.959411,77.589538,BIKE,1944,8.8,1,XD-212
1132,12.989467,77.60097,Scooter,411,8.0,2,
1133,12.968819,77.596121,car,33,6.4,1,BP-308
1134,12.972375,77.605043,Bike,109,8.4,0,ZS-645
1135,12.982843,77.578066,car,403,10.9,2,BW-113
1136,12.989352,77.607855,cycle,35,10.3,0,BK-757
1137,12.991046,77.578508,Car,1293,10.3,3,GN-120
1138,12.9722,77.611316,CAR,2641,7.8,2,BH-704
1139,12.961353,77.592992,Scooter,223,8.3,2,XX-732
1140,12.952531,77.608982,e-scooter,3558,3.5,2,LN-949
1141,12.963402,77.603936,Scooter,1066,10.1,3,XZ-348
1142,12.959471,77.61164,Bicycle,2839,3.7,2,HA-822
1143,12.961297,77.58277,Car,422,2.0,0,LU-277
1144,12.952263,77.613988,scooter,267,5.5,1,NA-358
1145,12.966402,77.586986,scooter,2131,6.4,0,KP-546
1146,12.970195,77.585156,cycle,236,10.1,2,RW-311
1147,12.961435,77.575356,bike,43,7.5,0,ML-389
1148,12.969247,77.614533,two_wheeler,2,2.3,4,TJ-639
1149,12.981433,77.585582,bicycle,2652,6.1,0,UR-607
1150,12.973617,77.595724,Bicycle,269,5.8,0,MF-617
1151,12.989894,77.606401,CAR,569,5.7,2,TJ-456
1152,12.961749,77.59692,CAR,3,9.4,2,VR-370
1153,12.981397,77.598203,two_wheeler,3660,5.2,4,SQ-991
1154,12.966028,77.589633,car,48,5.3,0,JT-976
1155,12.972622,77.599745,cycle,3704,18.4,0,LX-181
1156,12.989033,77.60215,BIKE,3170,8.8,1,GU-699
1157,12.958461,77.595187,BIKE,279,6.3,1,AN-592
1158,12.967154,77.595422,Bicycle,482,3.5,0,SU-889
1159,12.978427,77.579335,Car,141,4.7,0,US-604
1160,12.973313,77.591182,Bicycle,26,4.7,0,
1161,12.977135,77.603277,car,3003,10.5,0,PJ-712
1162,12.975373,77.595108,4-wheeler,3907,6.5,0,JL-268
1163,12.959493,77.602208,Bicycle,15,1.4,4,NT-200
1164,12.955705,77.579959,car,1599,10.0,1,SQ-303
1165,12.972544,77.598357,4-wheeler,2623,6.3,1,UT-374
1166,12.953067,77.579824,Bike,2720,6.2,2,WY-621
1167,12.983367,77.605599,scooter,235,10.2,1,LH-868
1168,12.972429,77.59096,Bicycle,13,7.4,5,XM-292
1169,12.983719,77.613147,bike,1673,6.3,4,VF-724
1170,12.974862,77.597469,Bicycle,269,7.8,3,BE-908
1171,12.990065,77.580528,,36,10.9,2,RU-992
1172,12.957655,77.59082,Scooter,9,8.0,1,YX-752
1173,12.968422,77.594415,car,709,10.0,4,MZ-339
1174,12.98794,77.609816,Scooter,1544,2.3,0,
1175,12.978651,77.60962,car,2435,0.9,3,CP-907
1176,12.956383,77.599823,e-scooter,733,7.1,1,ZX-879
1177,12.955846,77.612715,Bicycle,453,0.5,3,AB-554
1178,12.988458,77.61015,BIKE,13,1.6,2,ZE-764
1179,12.968542,77.610654,,2112,0.2,1,DQ-512
1180,12.967108,77.581095,scooter,14,2.8,1,QK-234
1181,12.991385,77.578983,scooter,316,2.1,0,SF-851
1182,12.962874,77.595599,Scooter,2989,5.5,0,DU-666
1183,12.972352,77.600324,e-scooter,29,8.5,1,VA-443
1184,12.979168,77.594052,Scooter,3916,0.4,3,QY-384
1185,12.978579,77.575104,two_wheeler,313,5.5,0,
1186,12.962638,77.60563,Bicycle,121,2.5,0,SW-305
1187,12.969641,77.584828,car,243,10.3,3,DX-161
1188,12.974792,77.605661,bicycle,1050,5.3,4,UQ-122
1189,12.989158,77.60114,Scooter,250,6.1,3,DK-106
1190,12.964837,77.611251,scooter,200,8.5,5,ZH-205
1191,0.0,0.0,Bike,26,16.3,0,
1192,12.982432,77.578562,bicycle,99,11.0,1,PJ-317
1193,12.954596,77.601821,Bicycle,82,2.4,2,FW-955
1194,12.970074,77.574663,bicycle,2200,8.6,2,TM-198
1195,12.975104,77.614547,e-scooter,76,3.8,3,RK-980
1196,12.973769,77.578611,bike,39,0.2,0,EZ-346
1197,12.96827,77.577996,bike,3232,10.2,0,EH-710
1198,12.986484,77.604066,Bike,6,8.2,3,MP-760
1199,12.977439,77.588398,Car,33,0.2,0,AR-652
1200,12.977147,77.610143,scooter,3878,7.2,0,
1201,12.962157,77.582553,CAR,6,4.9,1,
1202,12.965521,77.576649,bike,286,5.5,1,BX-998
1203,12.964513,77.601165,scooter,21,1.2,1,BN-504
1204,12.970301,77.576262,Car,28,3.1,1,CG-213
1205,12.96372,77.584833,two_wheeler,672,3.8,4,YB-263
1206,12.970303,77.609636,Scooter,3029,0.6,0,TM-113
1207,12.983803,77.604948,two_wheeler,22,10.1,3,YS-640
1208,12.989187,77.59484,Bicycle,291,9.3,1,ZM-159
1209,12.985636,77.602988,BIKE,48,5.2,2,DN-429
1210,12.976504,77.612946,two_wheeler,486,9.8,-1,HG-577
1211,12.964691,77.577031,BIKE,3624,2.9,2,UQ-452
1212,12.955431,77.61318,e-scooter,1644,9.6,4,ET-971
1213,12.976288,77.593086,car,2977,4.5,1,CV-902
1214,12.978528,77.594303,4-wheeler,3970,1.8,0,YD-427
1215,12.973769,77.576546,two_wheeler,606,11.0,2,
1216,12.986948,77.609219,Bike,47,9.5,2,PA-774
1217,12.952042,77.609942,Scooter,26,5.5,0,UA-966
1218,12.952196,77.610625,scooter,37,9.3,1,JU-146
1219,12.958423,77.577895,cycle,111,3.9,1,XA-362
1220,12.97379,77.583464,Car,5,7.9,0,YE-595
1221,12.977974,77.601784,CAR,210,1.1,1,DA-127
1222,12.969049,77.598412,cycle,3400,2.9,3,JC-997
1223,12.988567,77.599913,Car,218,0.8,2,LC-519
1224,12.96602,77.613692,Scooter,777,7.7,4,
1225,12.96963,77.596234,two_wheeler,478,2.9,1,GE-162
1226,12.958924,77.595299,cycle,78,5.0,3,HP-962
1227,12.959387,77.604222,Car,0,6.1,1,CD-503
1228,12.984098,77.598005,Car,36,10.5,0,RK-198
1229,12.960473,77.575491,Car,90,8.3,4,EL-808
1230,12.951973,77.595805,CAR,23,3.1,3,FL-697
1231,12.989255,77.582343,4-wheeler,822,1.8,2,HH-585
1232,12.984764,77.610211,scooter,4,2.7,1,SB-906
1233,12.983573,77.580993,Car,1,8.5,0,TE-522
1234,12.972374,77.608916,cycle,155,5.3,0,CY-438
1235,12.989689,77.589224,CAR,29,2.9,0,CC-699
1236,12.9752,77.608289,bicycle,146,2.3,0,
1237,12.958302,77.601865,cycle,30,0.4,4,
1238,12.953348,77.606275,scooter,292,4.3,1,PF-203
1239,12.973639,77.60265,BIKE,2891,8.3,0,XU-168
1240,12.986295,77.595476,Bicycle,44,8.3,1,BU-505
1241,12.961414,77.608584,Car,23,1.5,0,GN-434
1242,12.991207,77.599193,CAR,19,0.8,0,LC-195
1243,12.957652,77.593472,BIKE,33,7.3,2,VN-226
1244,12.98095,77.577813,CAR,73,2.8,1,GE-329
1245,12.97802,77.589978,Scooter,353,10.0,1,LY-252
1246,12.971661,77.584497,cycle,680,7.4,0,MX-462
1247,12.972707,77.586808,two_wheeler,3797,8.8,2,
1248,12.981351,77.602987,cycle,42,8.9,1,MD-625
1249,12.979441,77.583714,e-scooter,16,9.0,2,LJ-184
1250,12.962624,77.588581,Bicycle,3715,9.9,0,DF-920
1251,12.961749,77.583128,Bicycle,28,5.4,0,BW-498
1252,12.964796,77.579154,CAR,3540,4.2,3,VM-470
1253,12.976483,77.578074,scooter,3663,7.2,0,HU-156
1254,12.97988,77.584311,Bike,596,7.0,0,ZN-279
1255,12.9856,77.599829,two_wheeler,2778,8.2,0,
1256,12.976499,77.591126,Car,362,3.4,4,UP-182
1257,12.955056,77.57532,cycle,490,0.2,0,QK-396
1258,12.985526,77.604372,scooter,1493,16.4,1,QY-957
1259,12.990249,77.577431,4-wheeler,43,3.7,1,VY-916
1260,12.964929,77.609598,CAR,38,4.8,-1,ED-141
1261,12.981314,77.607687,cycle,1324,10.8,0,ZF-630
1262,12.972759,77.60099,e-scooter,497,1.8,3,LU-121
1263,12.978152,77.59946,e-scooter,3966,9.0,0,
1264,12.988191,77.613504,CAR,1653,7.0,2,WK-536
1265,12.978428,77.584243,BIKE,3478,7.0,4,FM-364
1266,12.987147,77.593864,bicycle,24,2.5,2,PG-416
1267,12.984315,77.611419,two_wheeler,456,8.2,0,BB-831
1268,12.972098,77.612444,Car,31,1.7,1,FF-221
1269,12.969357,77.575906,bike,2309,5.7,2,ZW-444
1270,12.972791,77.580051,e-scooter,18,4.6,0,DX-471
1271,12.966841,77.590219,4-wheeler,46,7.0,5,EA-418
1272,12.96098,77.599287,e-scooter,1,4.8,1,
1273,12.989692,77.607637,CAR,3079,1.1,1,LD-603
1274,12.989869,77.606503,cycle,267,6.2,1,AP-263
1275,12.970525,77.612244,CAR,1860,3.2,1,SZ-141
1276,12.953513,77.582263,Scooter,3535,5.7,0,BG-865
1277,12.966267,77.612792,two_wheeler,464,1.5,1,VB-838
1278,12.981473,77.582293,scooter,31,7.9,0,EF-656
1279,12.963954,77.608833,,476,1.4,1,GT-155
1280,12.968876,77.592598,cycle,3006,10.6,5,KC-510
1281,12.964369,77.609332,,10,8.6,0,VN-916
1282,12.953979,77.575675,Bicycle,3109,2.3,1,WC-298
1283,12.987098,77.607854,e-scooter,2,2.3,0,
1284,12.971524,77.592427,4-wheeler,173,9.2,1,GK-541
1285,12.952472,77.588066,e-scooter,37,10.8,2,CQ-291
1286,12.983213,77.592147,Scooter,216,4.9,2,JR-968
1287,12.953339,77.599945,,26,6.4,2,
1288,12.968242,77.583329,scooter,18,5.9,0,GG-483
1289,12.982946,77.578413,Bicycle,1147,5.5,1,KH-869
1290,12.952329,77.594069,cycle,3000,0.3,2,DL-163
1291,12.967317,77.580812,scooter,349,0.7,5,VA-901
1292,12.983831,77.605611,scooter,280,10.1,1,RS-519
1293,12.978111,77.577883,Bike,118,11.0,0,VD-842
1294,12.976787,77.581601,bicycle,389,3.2,1,ZB-380
1295,12.987581,77.596185,cycle,21,9.0,2,VQ-557
1296,12.955672,77.579575,e-scooter,2556,5.5,5,TE-745
1297,12.985801,77.602452,e-scooter,267,5.6,0,DY-778
1298,12.961046,77.6128,e-scooter,4,0.9,5,SR-992
1299,12.984584,77.584903,scooter,139,7.3,0,FT-626
1300,12.962675,77.608268,e-scooter,157,7.7,0,PB-640
1301,12.969646,77.607926,scooter,37,5.9,0,QR-301
1302,12.957511,77.59743,bike,11,1.0,3,ZX-207
1303,12.984205,77.59315,two_wheeler,3901,6.8,1,RL-479
1304,12.960934,77.613613,Bike,31,5.0,1,PH-998
1305,12.960002,77.578344,car,2918,1.2,2,NP-680
1306,12.988784,77.576662,cycle,1142,2.9,1,KK-227
1307,12.956259,77.589486,bike,130,2.5,2,XM-218
1308,12.975937,77.614008,e-scooter,16,6.0,0,SW-757
1309,12.989091,77.600745,Car,3927,8.8,4,CU-814
1310,12.965994,77.601106,Bike,1244,9.0,4,CE-434
1311,12.987931,77.57565,bike,737,2.8,2,JX-485
1312,12.960631,77.600896,cycle,964,4.6,0,AW-338
1313,12.967238,77.593222,Bicycle,315,0.7,5,LX-653
1314,12.960654,77.605437,car,205,9.9,4,BX-239
1315,12.991258,77.609246,CAR,292,10.3,2,JQ-795
1316,12.967818,77.58271,CAR,769,10.1,1,NW-691
1317,12.984251,77.592385,Bicycle,10,9.2,3,DA-633
1318,12.980984,77.610773,scooter,47,6.8,2,
1319,12.953509,77.608136,bicycle,3327,0.6,1,VG-749
1320,12.987895,77.597292,scooter,23,0.1,3,SE-403
1321,12.976516,77.577531,Scooter,335,5.1,4,LF-102
1322,12.979396,77.593072,Car,37,5.3,2,RY-502
1323,12.963224,77.595918,Bicycle,147,5.6,0,JT-284
1324,12.96414,77.589905,CAR,14,10.0,2,
1325,12.968398,77.582026,e-scooter,45,9.4,1,HM-394
1326,12.98413,77.595745,bike,368,1.1,4,GB-815
1327,12.991157,77.594209,BIKE,1817,0.2,4,WV-291
1328,12.95302,77.576867,Car,10,7.1,2,VL-737
1329,12.989046,77.577783,,14,8.8,2,LY-541
1330,12.983079,77.598359,Car,98,0.7,0,MB-320
1331,12.988875,77.614181,Scooter,121,1.4,1,
1332,12.985349,77.604784,two_wheeler,16,6.1,1,VN-386
1333,12.951974,77.586609,,114,5.6,0,QW-956
1334,12.971688,77.593962,cycle,38,8.4,4,
1335,12.98077,77.602096,scooter,36,6.5,2,XG-220
1336,12.964243,77.577828,car,771,1.5,1,JQ-916
1337,12.974018,77.583114,Car,265,10.9,2,AG-236
1338,12.984404,77.588212,bicycle,3367,9.9,2,MT-813
1339,12.963903,77.59197,CAR,826,0.3,4,SM-730
1340,12.963748,77.579306,,811,2.9,1,RW-952
1341,12.981401,77.602064,Car,9,5.2,5,DE-529
1342,12.952003,77.580934,Car,3319,2.3,1,JM-814
1343,12.953776,77.580369,car,21,8.2,4,MH-234
1344,12.963076,77.575504,bicycle,478,10.9,1,PR-986
1345,12.982639,77.581907,two_wheeler,416,8.4,0,BY-536
1346,12.953612,77.600223,Scooter,414,9.6,1,GT-864
1347,12.95549,77.593143,BIKE,2700,7.8,4,CK-255
1348,12.977878,77.613279,Bike,325,5.3,0,LA-356
1349,12.962281,77.611676,CAR,358,0.4,4,UT-425
1350,12.980719,77.587703,bicycle,843,0.9,2,PJ-443
1351,12.960177,77.579989,Bike,26,10.5,1,UU-962
1352,12.986254,77.599136,Bicycle,987,1.4,0,WJ-993
1353,12.983361,77.603417,car,76,1.5,1,YA-982
1354,12.976332,77.602913,bicycle,947,8.2,3,ZW-597
1355,12.957411,77.605252,scooter,2787,4.5,1,JY-451
1356,12.981815,77.6131,CAR,488,9.6,0,NG-982
1357,12.989935,77.609775,bike,3420,10.6,2,UT-544
1358,12.955258,77.589885,bike,154,6.9,2,AL-729
1359,12.988611,77.605743,4-wheeler,278,4.0,1,SM-416
1360,12.987353,77.608499,BIKE,311,6.8,5,CT-962
1361,12.952758,77.587115,BIKE,470,9.2,2,TB-199
1362,12.966168,77.584523,Bike,191,10.2,2,YL-105
1363,12.968596,77.586348,,2807,8.1,0,JJ-746
1364,12.96952,77.612146,cycle,4,2.6,1,JN-768
1365,12.960371,77.611917,bicycle,18,4.7,1,WS-288
1366,12.971892,77.603465,Scooter,82,1.5,3,BY-403
1367,12.960059,77.583697,Bicycle,256,4.1,0,LJ-880
1368,12.990868,77.608318,scooter,40,3.1,0,SL-602
1369,12.961285,77.602908,scooter,3637,8.7,2,XL-691
1370,12.975105,77.576177,Bicycle,5,6.9,1,LH-402
1371,12.955616,77.583609,CAR,28,5.1,0,DK-620
1372,12.982626,77.577317,scooter,366,2.9,1,GF-588
1373,12.980182,77.578706,bicycle,23,5.5,0,GS-400
1374,12.978564,77.589995,Car,308,2.1,0,RL-158
1375,12.985923,77.602458,Bike,34,0.7,4,GV-577
1376,12.990113,77.585921,bike,43,10.7,0,PE-259
1377,12.96929,77.586483,bicycle,14,3.4,0,TE-968
1378,12.964366,77.603722,bicycle,26,4.2,0,XT-514
1379,12.956974,77.576199,Bicycle,2841,1.1,2,FG-570
1380,12.978962,77.584682,cycle,45,1.4,3,
1381,12.972916,77.582907,Bike,914,9.8,1,LW-202
1382,12.977175,77.58052,scooter,9,7.2,5,WW-659
1383,12.973544,77.600738,BIKE,18,9.6,3,KH-771
1384,12.954691,77.608532,Car,1486,10.7,2,SL-468
1385,12.979415,77.61068,scooter,335,0.6,0,
1386,12.958989,77.600339,4-wheeler,38,2.3,2,LX-236
1387,0.0,0.0,,195,4.0,1,SN-706
1388,12.97628,77.609886,cycle,297,0.6,1,KL-112
1389,12.978632,77.6096,Scooter,25,6.1,1,PP-356
1390,12.978974,77.604254,Bike,21,10.5,2,MA-655
1391,12.960407,77.576549,e-scooter,252,0.8,1,HP-679
1392,12.962624,77.59465,bike,135,6.6,2,
1393,12.984857,77.612635,Scooter,771,2.0,1,XU-297
1394,12.953631,77.597632,e-scooter,26,5.2,0,DU-958
1395,12.977361,77.609596,e-scooter,3393,1.4,1,GZ-493
1396,12.952502,77.594754,scooter,3309,1.3,2,WS-400
1397,12.98017,77.593189,two_wheeler,41,9.3,2,PL-305
1398,12.982745,77.592469,Car,24,0.7,1,
1399,12.969659,77.608589,two_wheeler,3000,5.6,2,AQ-391
1400,12.989813,77.579358,Bicycle,1345,9.3,0,AL-939
1401,12.978798,77.600271,bicycle,22,5.4,0,EQ-273
1402,12.977204,77.612854,Bike,8,4.6,0,
1403,12.971793,77.604736,two_wheeler,422,8.6,0,MX-779
1404,12.978018,77.608383,scooter,1,5.9,0,FS-189
1405,12.963276,77.575461,BIKE,3,8.9,1,MY-272
1406,12.984663,77.612085,scooter,1063,1.6,2,MC-497
1407,12.958708,77.579071,Scooter,271,9.1,0,KW-156
1408,12.978735,77.577167,two_wheeler,7,10.8,1,NA-799
1409,12.974508,77.604861,Bicycle,99,9.0,-1,TS-722
1410,12.983996,77.60748,e-scooter,48,7.8,1,VE-405
1411,12.991038,77.588763,car,2550,9.4,0,JD-672
1412,0.0,0.0,car,48,9.6,0,BS-285
1413,12.987084,77.57722,bike,377,7.6,3,KG-528
1414,12.986005,77.598368,Bike,149,8.8,5,FJ-419
1415,12.974648,77.596273,car,213,3.2,1,GK-495
1416,12.960909,77.606999,BIKE,38,6.5,5,GB-253
1417,12.968827,77.575379,,124,8.4,0,ZF-310
1418,12.979374,77.581911,BIKE,2897,10.9,2,FB-205
1419,12.981807,77.597359,BIKE,178,2.7,0,UP-742
1420,12.96952,77.583087,4-wheeler,467,0.7,2,XD-777
1421,12.976729,77.576183,Bicycle,41,0.4,0,UV-837
1422,12.982706,77.576688,bicycle,1507,1.9,1,DU-375
1423,12.988562,77.613795,BIKE,0,7.7,3,EZ-519
1424,12.977423,77.605325,Scooter,548,6.4,1,
1425,12.954191,77.580406,bicycle,395,3.7,4,RC-266
1426,12.985128,77.608064,Bicycle,43,0.5,0,RQ-643
1427,12.969946,77.610054,two_wheeler,23,2.5,3,HP-232
1428,12.961476,77.580616,two_wheeler,2493,10.3,4,QF-316
1429,12.974966,77.602764,Bicycle,220,7.6,3,UG-163
1430,12.986345,77.596707,BIKE,879,2.2,2,EC-436
1431,12.953674,77.591172,Scooter,3564,6.2,2,TP-348
1432,12.990276,77.583002,Car,3553,0.6,1,QN-807
1433,12.965182,77.604513,BIKE,84,4.5,1,MB-525
1434,12.961187,77.586321,car,8,10.7,1,DG-744
1435,12.962404,77.59148,4-wheeler,36,10.2,3,EL-981
1436,12.952037,77.585414,two_wheeler,60,5.0,2,
1437,12.953688,77.581532,Scooter,212,5.7,1,BF-814
1438,12.971874,77.591663,two_wheeler,1,6.8,2,MU-190
1439,12.988561,77.596897,Bicycle,2097,10.6,0,EW-109
1440,12.966146,77.586356,e-scooter,3314,0.7,2,FJ-466
1441,12.954461,77.583575,Car,486,9.3,2,QB-992
1442,12.973609,77.575773,Scooter,496,2.6,2,EU-640
1443,12.989641,77.579066,two_wheeler,12,3.7,1,DR-428
1444,12.952098,77.587161,Scooter,977,9.6,2,VC-368
1445,12.96347,77.577019,CAR,137,7.8,0,JY-515
1446,0.0,0.0,bike,257,7.2,0,
1447,12.963162,77.580525,BIKE,18,10.9,1,
1448,12.976216,77.580232,BIKE,331,3.6,1,GK-324
1449,12.955561,77.579637,scooter,1898,2.4,0,MN-533
1450,12.95704,77.595436,4-wheeler,16,6.3,1,AL-162
1451,12.955413,77.593714,bicycle,3091,9.3,1,TS-723
1452,12.981117,77.597004,bike,2671,10.3,1,KZ-440
1453,12.963472,77.612691,bicycle,776,2.3,0,HD-888
1454,12.967909,77.603126,scooter,1450,3.4,0,ZX-719
1455,12.986852,77.594048,e-scooter,309,8.4,4,QJ-433
1456,12.983904,77.588753,,22,2.1,0,GG-230
1457,12.974444,77.597347,Bike,8,2.6,-1,RR-241
1458,12.972612,77.61355,car,43,0.6,0,UN-211
1459,12.986756,77.60698,4-wheeler,29,2.7,2,KH-219
1460,12.96929,77.587985,Car,32,8.9,2,
1461,12.990235,77.58639,e-scooter,382,6.6,5,NX-406
1462,12.964365,77.602671,cycle,0,10.1,0,PG-180
1463,12.954347,77.609842,car,1453,7.9,4,RP-924
1464,12.961356,77.603077,4-wheeler,795,0.3,0,AU-871
1465,12.961977,77.595241,e-scooter,99,5.3,4,QF-638
1466,12.966401,77.583988,Car,219,4.4,3,DX-938
1467,12.98801,77.584301,cycle,11,10.3,1,FG-795
1468,12.973095,77.585878,e-scooter,3,8.8,2,FX-360
1469,12.96358,77.583012,BIKE,2670,4.3,0,EK-611
1470,12.964279,77.604808,two_wheeler,3320,10.0,0,KJ-966
1471,12.953099,77.591696,scooter,26,16.7,1,KL-634
1472,12.954825,77.582866,cycle,477,8.2,2,FP-537
1473,0.0,0.0,Bicycle,304,5.3,4,JV-505
1474,12.983135,77.611563,bicycle,38,3.8,1,QD-784
1475,12.973806,77.599809,cycle,412,5.3,0,JT-254
1476,12.976612,77.593152,e-scooter,12,2.9,1,WL-966
1477,12.964136,77.586591,bike,62,10.4,1,LU-417
1478,12.988698,77.593168,Bicycle,349,8.5,-1,VJ-244
1479,12.955243,77.585181,4-wheeler,2049,8.7,1,EN-566
1480,12.960682,77.579512,Bicycle,94,4.9,1,BX-192
1481,12.958189,77.606232,Bike,3015,9.3,0,YN-950
1482,12.965933,77.587088,,3299,5.1,0,AP-133
1483,12.959265,77.57859,two_wheeler,26,0.1,0,SD-905
1484,12.969558,77.596862,Bicycle,32,8.6,3,DP-930
1485,12.955837,77.598553,Bicycle,2529,1.8,2,HK-652
1486,12.98713,77.588371,scooter,8,6.7,4,PP-283
1487,12.970116,77.589801,Bicycle,489,9.8,0,QK-633
1488,12.983925,77.603826,4-wheeler,7,10.8,1,KG-987
1489,12.988458,77.595454,bicycle,32,7.3,4,
1490,12.957457,77.609972,Scooter,2451,5.8,0,TL-780
1491,12.988182,77.581809,two_wheeler,29,17.7,3,EK-200
1492,12.955366,77.612692,BIKE,80,7.1,2,LS-345
1493,12.967591,77.588204,bike,46,0.8,0,EC-347
1494,12.98978,77.59414,Bike,115,2.7,4,NF-397
1495,12.969062,77.582008,4-wheeler,3479,10.9,5,QW-559
1496,12.962689,77.601078,e-scooter,39,5.8,0,BU-870
1497,12.978747,77.609253,scooter,1504,9.5,0,CQ-451
1498,12.991503,77.585787,CAR,450,1.7,2,JZ-891
1499,12.987215,77.59288,scooter,2345,8.2,0,YH-332
1500,12.975745,77.6027,scooter,21,7.6,1,CZ-172
1501,12.971812,77.600685,e-scooter,21,2.7,0,XU-706
1502,12.954318,77.60968,car,246,0.7,4,ZM-316
1503,12.963751,77.576146,4-wheeler,1886,2.2,1,ZE-846
1504,12.963582,77.614469,Bike,38,7.9,2,TD-750
1505,12.98847,77.587779,two_wheeler,22,4.4,1,YU-820
1506,12.973164,77.5749,Bike,466,6.9,4,AA-677
1507,12.980341,77.588262,Car,26,4.6,3,FU-848
1508,12.985116,77.587934,Bicycle,346,2.0,5,QQ-695
1509,12.979918,77.599182,Bicycle,344,4.7,1,KV-289
1510,12.977318,77.601066,cycle,2785,3.3,4,SJ-631
1511,12.973632,77.609653,scooter,12,7.3,0,YU-968
1512,12.972267,77.575813,car,34,2.9,0,RT-765
1513,12.953079,77.592019,scooter,2661,7.3,2,LE-532
1514,12.989089,77.599056,scooter,321,3.3,0,YH-844
1515,12.96632,77.604387,two_wheeler,1548,7.7,0,CJ-173
1516,12.979096,77.600267,scooter,887,5.8,3,PX-502
1517,12.985005,77.575047,Car,2599,9.6,3,YR-535
1518,12.963118,77.61452,Bicycle,1050,9.6,3,DN-657
1519,12.954615,77.608387,CAR,1164,3.0,3,MS-474
1520,12.976474,77.604728,Scooter,37,2.8,0,CM-506
1521,12.975242,77.589929,Bicycle,49,8.3,0,NM-437
1522,12.970353,77.597422,Bike,47,4.7,4,VL-730
1523,12.963006,77.602894,Bicycle,11,3.4,1,UM-168
1524,12.955787,77.586008,e-scooter,14,6.8,1,
1525,12.989271,77.594305,4-wheeler,1559,3.0,5,
1526,12.953146,77.599134,CAR,32,10.1,0,JZ-326
1527,12.985307,77.579995,Car,216,2.0,0,FR-194
1528,12.984678,77.599321,cycle,412,3.8,1,NA-421
1529,12.983042,77.60893,4-wheeler,45,8.9,0,RF-500
1530,12.985884,77.576517,Car,848,1.8,1,KC-849
1531,12.974331,77.604748,Scooter,73,8.5,4,WZ-525
1532,0.0,0.0,scooter,119,2.4,2,VE-592
1533,12.973043,77.613661,Scooter,290,1.5,3,HB-439
1534,12.973441,77.607716,bicycle,275,6.7,1,JS-136
1535,12.970918,77.599869,e-scooter,3876,5.6,0,RM-957
1536,12.991262,77.576016,BIKE,2829,5.3,2,FL-655
1537,12.960861,77.595165,Bicycle,328,7.0,0,US-207
1538,12.98629,77.60371,4-wheeler,3229,8.1,3,NS-999
1539,12.982203,77.61081,car,373,5.5,0,PN-161
1540,12.969619,77.592111,Scooter,3449,2.9,0,AX-452
1541,12.984149,77.589625,cycle,1219,2.0,2,RG-223
1542,12.985042,77.600792,e-scooter,1806,1.1,2,
1543,12.958683,77.581846,cycle,3232,8.2,1,YD-214
1544,12.973574,77.607109,Scooter,38,0.1,0,XN-205
1545,12.968249,77.588132,Bicycle,178,16.2,1,CH-740
1546,12.951933,77.598654,cycle,28,7.0,0,TG-907
1547,12.968085,77.578885,car,121,2.7,1,KW-358
1548,12.976821,77.612215,Bicycle,2079,6.6,0,
1549,12.99003,77.58043,BIKE,24,9.7,1,UC-160
1550,12.9591,77.600091,BIKE,15,9.9,1,QT-996
1551,12.989451,77.603707,4-wheeler,9,16.5,1,NZ-111
